ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-04-06,5824.878711393897,5245.328089523926,5960.96908307951,5824.878711393897,5824.878711393897,-232.99086907077205,-232.99086907077205,-232.99086907077205,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290923204,-12.082267290923204,-12.082267290923204,-84.03053577984882,-84.03053577984882,-84.03053577984882,0.0,0.0,0.0,5591.887842323125
2020-04-07,5816.546882205486,5206.999941933297,5945.6354489626165,5816.546882205486,5816.546882205486,-234.20143396412007,-234.20143396412007,-234.20143396412007,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.321726384224274,-9.321726384224274,-9.321726384224274,-88.00164157989578,-88.00164157989578,-88.00164157989578,0.0,0.0,0.0,5582.345448241366
2020-04-08,5808.215053017077,5199.505914479669,5940.591276580321,5808.215053017077,5808.215053017077,-235.022968597653,-235.022968597653,-235.022968597653,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277202044,-6.526445277202044,-6.526445277202044,-91.61845732045096,-91.61845732045096,-91.61845732045096,0.0,0.0,0.0,5573.192084419424
2020-04-09,5799.883223828667,5213.587069618889,5921.978589311977,5799.883223828667,5799.883223828667,-232.4986483927524,-232.4986483927524,-232.4986483927524,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.785013165009295,-0.785013165009295,-0.785013165009295,-94.83556922774305,-94.83556922774305,-94.83556922774305,0.0,0.0,0.0,5567.3845754359145
2020-04-13,5766.555907075028,5162.997826101101,5862.723256595653,5766.555907075028,5766.555907075028,-252.1978325698383,-252.1978325698383,-252.1978325698383,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.082267290919672,-12.082267290919672,-12.082267290919672,-103.23749927891859,-103.23749927891859,-103.23749927891859,0.0,0.0,0.0,5514.3580745051895
2020-04-14,5758.224077886618,5139.774943674282,5861.341068727297,5758.224077886618,5758.224077886618,-250.44009734470737,-250.44009734470737,-250.44009734470737,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.32172638421428,-9.32172638421428,-9.32172638421428,-104.24030496049309,-104.24030496049309,-104.24030496049309,0.0,0.0,0.0,5507.783980541911
2020-04-15,5749.892248698207,5140.627532909839,5860.051911271462,5749.892248698207,5749.892248698207,-248.2768778192829,-248.2768778192829,-248.2768778192829,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277196829,-6.526445277196829,-6.526445277196829,-104.87236654208604,-104.87236654208604,-104.87236654208604,0.0,0.0,0.0,5501.615370878924
2020-04-16,5741.560419509798,5156.7732813727525,5867.463952516889,5741.560419509798,5741.560419509798,-242.86190761863494,-242.86190761863494,-242.86190761863494,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649899228,-0.7850131649899228,-0.7850131649899228,-105.19882845364499,-105.19882845364499,-105.19882845364499,0.0,0.0,0.0,5498.6985118911625
2020-04-17,5733.228590321388,5114.964677349734,5842.458695439061,5733.228590321388,5733.228590321388,-247.6835402277853,-247.6835402277853,-247.6835402277853,-136.87806600000002,-136.87806600000002,-136.87806600000002,-5.504091657011607,-5.504091657011607,-5.504091657011607,-105.30138257077367,-105.30138257077367,-105.30138257077367,0.0,0.0,0.0,5485.545050093602
2020-04-20,5708.233102756159,5086.049365677493,5824.332868169724,5708.233102756159,5708.233102756159,-254.2524235999631,-254.2524235999631,-254.2524235999631,-136.87806600000002,-136.87806600000002,-136.87806600000002,-12.08226729094028,-12.08226729094028,-12.08226729094028,-105.2920903090228,-105.2920903090228,-105.2920903090228,0.0,0.0,0.0,5453.980679156195
2020-04-21,5699.901273567749,5062.597939829341,5789.554102397886,5699.901273567749,5699.901273567749,-251.77724976080066,-251.77724976080066,-251.77724976080066,-136.87806600000002,-136.87806600000002,-136.87806600000002,-9.32172638424462,-9.32172638424462,-9.32172638424462,-105.57745737655603,-105.57745737655603,-105.57745737655603,0.0,0.0,0.0,5448.124023806949
2020-04-22,5703.884147906774,5094.88272571698,5821.273226176119,5703.884147906774,5703.884147906774,-249.62355722224666,-249.62355722224666,-249.62355722224666,-136.87806600000002,-136.87806600000002,-136.87806600000002,-6.526445277194605,-6.526445277194605,-6.526445277194605,-106.21904594505203,-106.21904594505203,-106.21904594505203,0.0,0.0,0.0,5454.260590684527
2020-04-23,5707.8670222458,5097.951521134045,5830.604102043357,5707.8670222458,5707.8670222458,-245.00852533063576,-245.00852533063576,-245.00852533063576,-136.87806600000002,-136.87806600000002,-136.87806600000002,-0.7850131649989841,-0.7850131649989841,-0.7850131649989841,-107.34544616563673,-107.34544616563673,-107.34544616563673,0.0,0.0,0.0,5462.858496915164
